1,1367,641.00,587.00,90.00,139.00,1.0,-1,-1,-1
1,1368,533.00,405.00,65.00,85.00,1.0,-1,-1,-1
1,1369,678.00,297.00,52.00,47.00,1.0,-1,-1,-1
1,1370,505.00,205.00,42.00,40.00,1.0,-1,-1,-1
1,1371,1104.00,442.00,104.00,99.00,1.0,-1,-1,-1
1,1372,633.00,231.00,12.00,32.00,1.0,-1,-1,-1
1,1373,760.00,212.00,39.00,40.00,1.0,-1,-1,-1
1,1374,884.00,208.00,37.00,33.00,1.0,-1,-1,-1
1,1375,806.00,239.00,70.00,44.00,1.0,-1,-1,-1
1,1376,556.00,245.00,55.00,53.00,1.0,-1,-1,-1
1,1377,689.00,142.00,25.00,27.00,1.0,-1,-1,-1
1,1378,739.00,152.00,31.00,26.00,1.0,-1,-1,-1
1,1379,665.00,111.00,26.00,20.00,1.0,-1,-1,-1
1,1380,668.00,122.00,27.00,24.00,1.0,-1,-1,-1
1,1381,273.00,647.00,135.00,106.00,1.0,-1,-1,-1
2,1367,640.24,578.32,88.92,137.26,1.0,-1,-1,-1
2,1368,529.81,412.81,67.04,87.60,1.0,-1,-1,-1
2,1369,677.58,295.26,51.98,47.00,1.0,-1,-1,-1
2,1370,502.80,205.00,43.80,41.74,1.0,-1,-1,-1
2,1371,1107.07,445.47,102.20,97.26,1.0,-1,-1,-1
2,1372,631.69,231.87,12.02,32.00,1.0,-1,-1,-1
2,1373,760.84,212.87,38.19,39.13,1.0,-1,-1,-1
2,1374,883.52,208.00,37.95,33.87,1.0,-1,-1,-1
2,1375,805.81,239.87,68.65,43.13,1.0,-1,-1,-1
2,1376,554.74,249.34,54.04,52.13,1.0,-1,-1,-1
2,1377,689.39,142.87,24.21,26.13,1.0,-1,-1,-1
2,1378,738.56,152.87,31.02,26.00,1.0,-1,-1,-1
2,1379,664.24,111.87,24.92,19.13,1.0,-1,-1,-1
2,1380,666.69,124.60,27.02,24.00,1.0,-1,-1,-1
3,1367,641.89,567.44,85.95,132.27,1.0,-1,-1,-1
3,1368,524.33,420.31,70.33,91.90,1.0,-1,-1,-1
3,1369,677.52,292.63,51.95,47.00,1.0,-1,-1,-1
3,1370,502.45,205.77,43.28,41.27,1.0,-1,-1,-1
3,1371,1108.73,449.21,101.18,96.18,1.0,-1,-1,-1
3,1372,630.03,233.58,11.77,31.22,1.0,-1,-1,-1
3,1373,761.00,213.02,39.58,40.56,1.0,-1,-1,-1
3,1374,884.27,208.77,37.23,33.25,1.0,-1,-1,-1
3,1375,803.76,240.80,70.87,44.56,1.0,-1,-1,-1
3,1376,551.41,253.22,56.19,54.34,1.0,-1,-1,-1
3,1377,689.45,143.02,24.10,25.98,1.0,-1,-1,-1
3,1378,738.87,153.02,31.02,26.00,1.0,-1,-1,-1
4,1367,642.00,558.04,85.12,130.77,1.0,-1,-1,-1
4,1368,519.53,430.04,73.05,95.48,1.0,-1,-1,-1
4,1369,677.92,290.31,51.11,46.24,1.0,-1,-1,-1
4,1370,502.00,206.78,43.08,41.08,1.0,-1,-1,-1
4,1371,1112.93,452.60,101.90,96.65,1.0,-1,-1,-1
4,1372,628.75,234.86,11.72,30.98,1.0,-1,-1,-1
4,1373,762.10,215.30,38.67,39.51,1.0,-1,-1,-1
