1,1662,668.00,341.00,80.00,98.00,1.0,-1,-1,-1
1,1663,599.00,265.00,28.00,23.00,1.0,-1,-1,-1
1,1664,797.00,253.00,26.00,21.00,1.0,-1,-1,-1
1,1665,704.00,252.00,46.00,62.00,1.0,-1,-1,-1
1,1666,584.00,283.00,23.00,21.00,1.0,-1,-1,-1
1,1667,752.00,302.00,24.00,22.00,1.0,-1,-1,-1
1,1668,776.00,193.00,18.00,16.00,1.0,-1,-1,-1
2,1662,667.95,341.00,82.71,101.47,1.0,-1,-1,-1
2,1663,598.65,266.74,26.97,22.13,1.0,-1,-1,-1
2,1664,798.39,254.74,24.95,20.13,1.0,-1,-1,-1
2,1665,705.29,252.87,46.02,62.00,1.0,-1,-1,-1
2,1666,583.11,285.60,23.04,21.00,1.0,-1,-1,-1
2,1667,752.83,302.87,24.94,22.87,1.0,-1,-1,-1
2,1668,776.37,193.87,18.99,16.87,1.0,-1,-1,-1
3,1662,670.92,344.84,81.82,100.53,1.0,-1,-1,-1
3,1663,597.67,268.62,28.63,23.57,1.0,-1,-1,-1
3,1664,799.03,255.82,24.77,19.98,1.0,-1,-1,-1
3,1665,705.97,253.80,46.66,62.78,1.0,-1,-1,-1
3,1666,580.54,286.83,25.54,23.34,1.0,-1,-1,-1
3,1667,754.14,304.55,24.30,22.25,1.0,-1,-1,-1
3,1668,777.64,196.30,17.51,15.49,1.0,-1,-1,-1
4,1662,671.35,344.57,84.85,104.73,1.0,-1,-1,-1
4,1663,595.86,270.65,29.95,24.76,1.0,-1,-1,-1
4,1664,799.96,256.89,24.74,19.95,1.0,-1,-1,-1
4,1665,708.02,254.83,45.43,60.75,1.0,-1,-1,-1
4,1666,579.04,289.36,25.56,23.36,1.0,-1,-1,-1
4,1667,754.51,305.08,24.93,22.80,1.0,-1,-1,-1
4,1668,779.24,198.66,16.19,14.22,1.0,-1,-1,-1
4,1669,798.87,205.20,20.06,14.80,1.0,-1,-1,-1
5,1662,671.60,347.30,85.49,106.07,1.0,-1,-1,-1
5,1663,595.06,272.72,29.36,24.43,1.0,-1,-1,-1
5,1664,801.71,258.67,24.75,19.96,1.0,-1,-1,-1
5,1665,707.70,255.88,46.91,62.31,1.0,-1,-1,-1
5,1666,577.91,292.38,24.68,22.56,1.0,-1,-1,-1
5,1667,755.31,306.67,25.16,22.97,1.0,-1,-1,-1
5,1668,779.19,199.27,17.58,15.45,1.0,-1,-1,-1
5,1669,799.99,207.32,20.24,14.95,1.0,-1,-1,-1
5,1670,737.04,168.40,15.32,14.40,1.0,-1,-1,-1
6,1662,673.09,351.03,84.15,105.04,1.0,-1,-1,-1
6,1663,593.69,276.21,29.95,24.96,1.0,-1,-1,-1
6,1664,803.30,260.66,24.82,19.96,1.0,-1,-1,-1
6,1665,706.57,256.90,48.68,64.25,1.0,-1,-1,-1
6,1666,575.02,294.06,26.61,24.39,1.0,-1,-1,-1
6,1667,755.90,308.60,24.55,22.32,1.0,-1,-1,-1
6,1668,778.80,200.16,18.02,15.80,1.0,-1,-1,-1
6,1669,799.40,208.83,22.28,16.54,1.0,-1,-1,-1
6,1670,737.02,169.67,15.83,14.88,1.0,-1,-1,-1
6,1671,829.20,207.60,20.99,15.00,1.0,-1,-1,-1
7,1662,671.58,355.77,82.06,102.51,1.0,-1,-1,-1
7,1663,589.58,279.43,29.23,24.45,1.0,-1,-1,-1
7,1664,800.25,261.99,25.64,20.67,1.0,-1,-1,-1
7,1665,701.15,255.85,52.39,69.06,1.0,-1,-1,-1
7,1666,571.05,298.64,25.21,22.99,1.0,-1,-1,-1
7,1667,753.20,309.23,25.81,23.49,1.0,-1,-1,-1
7,1668,774.78,201.10,18.94,16.63,1.0,-1,-1,-1
7,1669,796.05,209.29,22.86,17.05,1.0,-1,-1,-1
7,1671,825.55,208.68,21.05,15.00,1.0,-1,-1,-1
8,1662,668.49,360.14,77.96,97.39,1.0,-1,-1,-1
8,1663,581.59,282.57,28.92,24.23,1.0,-1,-1,-1
8,1664,792.96,263.10,27.42,22.28,1.0,-1,-1,-1
8,1665,695.60,257.44,53.59,70.79,1.0,-1,-1,-1
8,1666,562.73,302.36,25.92,23.77,1.0,-1,-1,-1
8,1667,746.63,310.77,26.04,23.90,1.0,-1,-1,-1
8,1668,768.60,203.42,18.63,16.25,1.0,-1,-1,-1
8,1669,789.57,211.47,23.07,17.20,1.0,-1,-1,-1
8,1671,817.95,209.82,22.16,15.78,1.0,-1,-1,-1
9,1662,660.38,364.37,79.26,99.02,1.0,-1,-1,-1
9,1663,571.23,285.66,29.57,24.82,1.0,-1,-1,-1
9,1664,786.04,265.44,26.68,21.56,1.0,-1,-1,-1
9,1665,687.42,260.68,52.23,69.41,1.0,-1,-1,-1
9,1666,552.45,305.63,26.92,24.71,1.0,-1,-1,-1
9,1667,738.48,312.64,26.05,24.04,1.0,-1,-1,-1
9,1668,760.41,206.28,17.26,14.74,1.0,-1,-1,-1
9,1669,781.53,213.59,22.16,16.54,1.0,-1,-1,-1
9,1671,807.25,210.88,25.41,18.21,1.0,-1,-1,-1
9,1672,799.04,235.20,23.31,21.40,1.0,-1,-1,-1
10,1662,650.90,363.73,83.60,105.02,1.0,-1,-1,-1
