1,5728,0.00,457.00,67.00,68.00,1.0,-1,-1,-1
1,5729,1546.00,432.00,90.00,46.00,1.0,-1,-1,-1
2,5728,-0.42,456.13,67.84,68.87,1.0,-1,-1,-1
2,5729,1548.14,431.13,88.32,45.13,1.0,-1,-1,-1
3,5728,-0.48,456.76,67.95,69.02,1.0,-1,-1,-1
3,5729,1548.18,430.98,91.05,46.56,1.0,-1,-1,-1
4,5728,-0.48,456.21,67.95,69.05,1.0,-1,-1,-1
5,5728,0.56,456.77,65.15,66.10,1.0,-1,-1,-1
6,5728,0.21,456.23,65.60,66.56,1.0,-1,-1,-1
6,5730,1354.10,491.00,256.19,90.80,1.0,-1,-1,-1
7,5728,0.09,456.05,65.77,66.74,1.0,-1,-1,-1
7,5730,1356.65,490.23,260.78,92.49,1.0,-1,-1,-1
8,5728,-0.90,455.99,66.34,67.51,1.0,-1,-1,-1
8,5730,1367.44,486.89,265.56,94.60,1.0,-1,-1,-1
9,5728,-1.49,455.29,67.03,68.49,1.0,-1,-1,-1
9,5730,1385.16,488.79,248.68,88.59,1.0,-1,-1,-1
10,5728,-1.34,455.71,65.88,67.50,1.0,-1,-1,-1
10,5730,1389.26,484.36,258.36,92.38,1.0,-1,-1,-1
11,5728,-1.80,455.20,65.84,67.81,1.0,-1,-1,-1
11,5730,1396.35,482.27,262.17,94.30,1.0,-1,-1,-1
12,5728,-1.87,455.02,64.98,67.25,1.0,-1,-1,-1
12,5730,1396.87,477.47,276.51,100.45,1.0,-1,-1,-1
12,5731,555.08,630.40,199.65,84.80,1.0,-1,-1,-1
13,5728,-2.09,454.95,64.39,67.05,1.0,-1,-1,-1
13,5730,1411.37,477.75,266.60,97.39,1.0,-1,-1,-1
13,5731,593.18,626.19,190.67,81.06,1.0,-1,-1,-1
14,5728,-2.03,454.94,65.25,68.31,1.0,-1,-1,-1
14,5730,1414.06,473.95,275.08,101.48,1.0,-1,-1,-1
15,5728,-1.90,454.94,65.36,68.78,1.0,-1,-1,-1
15,5730,1408.96,462.75,298.51,112.15,1.0,-1,-1,-1
16,5728,-2.34,454.94,63.77,67.64,1.0,-1,-1,-1
16,5730,1413.94,458.55,299.06,114.25,1.0,-1,-1,-1
17,5728,-2.08,455.61,62.98,67.20,1.0,-1,-1,-1
17,5730,1428.27,458.95,285.47,110.45,1.0,-1,-1,-1
17,5731,694.72,607.29,188.96,79.98,1.0,-1,-1,-1
18,5728,-2.12,455.20,63.66,68.37,1.0,-1,-1,-1
18,5730,1453.35,465.24,253.63,98.24,1.0,-1,-1,-1
