1,3141,1108.00,932.00,126.00,108.00,1.0,-1,-1,-1
1,3142,1046.00,831.00,98.00,81.00,1.0,-1,-1,-1
1,3143,963.00,734.00,77.00,65.00,1.0,-1,-1,-1
1,3144,896.00,657.00,61.00,58.00,1.0,-1,-1,-1
1,3145,751.00,601.00,54.00,50.00,1.0,-1,-1,-1
1,3146,449.00,644.00,49.00,50.00,1.0,-1,-1,-1
1,3147,1031.00,999.00,176.00,81.00,1.0,-1,-1,-1
1,3148,590.00,492.00,27.00,28.00,1.0,-1,-1,-1
1,3149,485.00,540.00,33.00,34.00,1.0,-1,-1,-1
1,3150,661.00,495.00,29.00,25.00,1.0,-1,-1,-1
1,3151,491.00,563.00,52.00,44.00,1.0,-1,-1,-1
1,3152,721.00,490.00,28.00,27.00,1.0,-1,-1,-1
1,3153,835.00,592.00,50.00,41.00,1.0,-1,-1,-1
1,3154,578.00,453.00,24.00,23.00,1.0,-1,-1,-1
1,3155,670.00,461.00,24.00,21.00,1.0,-1,-1,-1
1,3156,618.00,431.00,24.00,20.00,1.0,-1,-1,-1
1,3157,458.00,573.00,41.00,60.00,1.0,-1,-1,-1
1,3158,724.00,465.00,30.00,23.00,1.0,-1,-1,-1
1,3159,499.00,481.00,26.00,28.00,1.0,-1,-1,-1
1,3160,606.00,407.00,18.00,16.00,1.0,-1,-1,-1
1,3161,771.00,461.00,43.00,22.00,1.0,-1,-1,-1
1,3162,543.00,435.00,22.00,19.00,1.0,-1,-1,-1
1,3163,624.00,396.00,21.00,15.00,1.0,-1,-1,-1
1,3164,1155.00,818.00,92.00,55.00,1.0,-1,-1,-1
1,3165,1238.00,889.00,94.00,72.00,1.0,-1,-1,-1
1,3166,433.00,725.00,38.00,66.00,1.0,-1,-1,-1
1,3167,197.00,869.00,160.00,69.00,1.0,-1,-1,-1
1,3168,811.00,564.00,49.00,45.00,1.0,-1,-1,-1
1,3169,268.00,792.00,14.00,27.00,1.0,-1,-1,-1
1,3170,1706.00,960.00,19.00,36.00,1.0,-1,-1,-1
1,3171,700.00,436.00,28.00,28.00,1.0,-1,-1,-1
1,3172,523.00,405.00,27.00,15.00,1.0,-1,-1,-1
1,3173,1756.00,973.00,22.00,45.00,1.0,-1,-1,-1
1,3174,171.00,794.00,14.00,28.00,1.0,-1,-1,-1
2,3141,1107.06,931.13,127.01,108.87,1.0,-1,-1,-1
2,3142,1045.56,831.00,98.02,81.00,1.0,-1,-1,-1
2,3143,963.00,734.00,77.00,65.00,1.0,-1,-1,-1
2,3144,895.58,657.00,60.98,58.00,1.0,-1,-1,-1
2,3145,747.96,597.53,54.88,50.87,1.0,-1,-1,-1
2,3146,448.60,643.13,49.79,50.87,1.0,-1,-1,-1
2,3147,1020.38,994.66,185.10,85.34,1.0,-1,-1,-1
2,3148,588.70,492.87,27.86,28.87,1.0,-1,-1,-1
2,3149,484.54,540.00,32.18,33.13,1.0,-1,-1,-1
2,3150,659.69,493.26,29.02,25.00,1.0,-1,-1,-1
2,3151,490.63,563.00,51.00,43.13,1.0,-1,-1,-1
2,3152,720.15,490.00,27.10,26.13,1.0,-1,-1,-1
2,3153,834.21,592.87,48.99,40.13,1.0,-1,-1,-1
2,3154,576.69,453.00,25.75,24.74,1.0,-1,-1,-1
2,3155,669.13,460.13,24.00,21.00,1.0,-1,-1,-1
2,3156,618.08,431.00,22.96,19.13,1.0,-1,-1,-1
2,3157,457.42,573.87,40.42,59.13,1.0,-1,-1,-1
2,3158,724.55,465.87,28.89,22.13,1.0,-1,-1,-1
2,3159,498.58,481.00,25.98,28.00,1.0,-1,-1,-1
2,3160,605.13,406.13,18.00,16.00,1.0,-1,-1,-1
2,3161,770.17,460.13,44.66,22.87,1.0,-1,-1,-1
2,3162,542.58,435.87,21.98,19.00,1.0,-1,-1,-1
2,3163,623.58,396.00,20.98,15.00,1.0,-1,-1,-1
2,3164,1153.28,817.13,91.96,55.00,1.0,-1,-1,-1
2,3165,1238.00,889.00,94.00,72.00,1.0,-1,-1,-1
2,3166,432.58,725.00,37.98,66.00,1.0,-1,-1,-1
2,3167,195.71,869.00,159.98,69.00,1.0,-1,-1,-1
2,3168,810.50,562.26,50.87,46.74,1.0,-1,-1,-1
2,3169,267.34,792.00,14.46,27.87,1.0,-1,-1,-1
2,3170,1704.91,960.87,19.45,36.87,1.0,-1,-1,-1
2,3171,697.84,434.26,28.85,28.87,1.0,-1,-1,-1
2,3172,523.44,405.00,26.98,15.00,1.0,-1,-1,-1
2,3173,1756.62,971.26,20.76,42.40,1.0,-1,-1,-1
2,3174,170.34,793.13,14.44,28.87,1.0,-1,-1,-1
